$263		6	0.03
$264		5	0.021
$265		8	0.015
$266		5	0.037
$267		8	0.039
$268		6	0.023
$269		5	0.045
$270		9	0.037
$271		6	0.015
$272		5	0.011
$273		10	0.065
$274		5	0.054
$275		14	0.018
$276		20	0.077
$277		4	0.018
$278		7	0.01
$279		4	0.004
$280		7	0.019
$281		20	0.022
$282		4	0.017
$283		9	0.046
$284		4	0.03
$285		3	0.125
$286		24	0.088
$287		35	0.116
$288		3	0.007
$289		5	0.014
$290		7	0.02
$291		18	0.076
$292		11	0.037
$293		4	0.02
$294		7	0.048
$295		17	0.058
$296		9	0.037
$297		43	0.083
$298		7	0.031
$299		25	0.052
$300		4	0.025
$301		2	0.035
$302		17	0.039
$303		6	0.035
$304		13	0.025
$305		11	0.027
$306		8	0.027
$307		6	0.044
$308		8	0.018
$309		8	0.032
$310		6	0.024
$311		5	0.036
$312		6	0.025
$313		55	0.197
$314		6	0.033
$315		5	0.018
$316		5	0.026
$317		20	0.072
$318		11	0.019
$319		7	0.019
$320		23	0.065
$321		17	0.063
$322		14	0.038
$323		5	0.01
$324		4	0.035
$325		5	0.034
$326		9	0.027
$327		9	0.019
$328		6	0.057
$329		4	0.043
$330		27	0.062
$331		24	0.057
$332		99	0.225
$333		6	0.034
$334		8	0.038
$335		14	0.052
$336		7	0.033
$337		8	0.07
$338		9	0.068
$339		56	0.188
$340		8	0.03
$341		4	0.012
$342		6	0.022
$343		8	0.087
$344		5	0.019
$345		12	0.072
$346		15	0.046
$347		7	0.061
$348		5	0.035
$349		10	0.031
$350		23	0.077
$351		21	0.065
$352		6	0.075
$353		33	0.114
$354		7	0.043
$355		15	0.046
$356		5	0.029
$357		2	0.017
$358		6	0.014
$359		10	0.037
$360		4	0.039
$361		247	0.629
$362		11	0.035
$363		17	0.022
$364		22	0.045
$365		9	0.063
$366		4	0.041
$367		38	0.115
$368		16	0.066
$369		4	0.073
$370		5	0.033
$371		3	0.038
$372		25	0.075
$373		8	0.018
$374		7	0.027
$375		5	0.026
$376		5	0.041
$377		4	0.025
$378		30	0.074
$379		4	0.018
$380		15	0.056
$381		19	0.023
$382		7	0.041
$383		17	0.028
$384		42	0.115
$385		12	0.09
$386		12	0.048
$387		14	0.065
$388		9	0.031
$389		43	0.1
$390		9	0.021
$391		31	0.124
$392		35	0.112
$393		21	0.063
$394		8	0.028
$395		9	0.04
$396		5	0.027
$397		5	0.061
$398		63	0.211
$399		13	0.034
$400		43	0.183
$401		3	0.029
$402		11	0.067
$403		8	0.061
$404		10	0.059
$405		29	0.092
$406		9	0.07
$407		8	0.032
$408		50	0.169
$409		4	0.051
$410		5	0.017
$411		1198	2.245
$412		52	0.126
$413		9	0.022
$414		11	0.034
$415		21	0.081
$416		3	0.046
$417		13	0.056
$418		37	0.105
$419		39	0.081
$420		18	0.071
$421		10	0.09
$422		13	0.034
$423		8	0.046
$424		11	0.053
$425		61	0.199
$426		16	0.059
$427		6	0.066
$428		23	0.102
$429		27	0.103
$430		26	0.101
$431		14	0.052
$432		114	0.323
$433		67	0.132
$434		15	0.035
$435		19	0.09
$436		7	0.069
$437		14	0.039
$438		8	0.071
